Func_id,Func_name,MMB1,MMB2,MSB1,MSB2,Sum
COG3359,Predicted exonuclease,0,0,0,0,0
COG3360,Uncharacterized conserved protein,0,2,0,2,4
COG3361,Uncharacterized conserved protein,0,0,0,1,1
COG3363,Archaeal IMP cyclohydrolase,0,0,0,0,0
COG3364,Zn-ribbon containing protein,0,0,0,0,0
COG3365,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG3366,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG3367,Uncharacterized conserved protein,0,0,0,1,1
COG3368,Predicted permease,0,0,0,0,0
COG3369,Uncharacterized conserved protein,0,0,9,6,15
COG3370,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG3371,Predicted membrane protein,0,0,0,0,0
COG3372,Uncharacterized conserved protein,0,0,0,7,7
COG3373,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG3374,Predicted membrane protein,0,0,0,0,0
COG3375,Uncharacterized conserved protein,0,2,0,1,3
COG3376,High-affinity nickel permease,0,0,0,4,4
COG3377,Uncharacterized conserved protein,0,0,0,0,0
COG3378,Predicted ATPase,0,3,2,5,10
COG3379,Uncharacterized conserved protein,0,1,0,0,1
COG3380,Predicted NAD/FAD-dependent oxidoreductase,0,2,0,0,2
COG3381,Uncharacterized component of anaerobic dehydrogenases,0,0,0,0,0
COG3382,Uncharacterized conserved protein,0,0,0,0,0
COG3383,Uncharacterized anaerobic dehydrogenase,3,12,15,23,53
COG3384,Uncharacterized conserved protein,0,3,18,1,22
COG3385,FOG: Transposase and inactivated derivatives,0,0,0,0,0
COG3386,Gluconolactonase,2,5,0,6,13
COG3387,Glucoamylase and related glycosyl hydrolases,0,4,34,18,56
COG3388,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG3389,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG3390,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG3391,Uncharacterized conserved protein,0,7,0,21,28
COG3392,Adenine-specific DNA methylase,1,0,0,0,1
COG3393,Predicted acetyltransferase,0,0,15,1,16
COG3394,Uncharacterized protein conserved in bacteria,0,1,0,3,4
COG3395,Uncharacterized protein conserved in bacteria,0,0,0,1,1
COG3396,Uncharacterized conserved protein,0,0,28,1,29
COG3397,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3398,Uncharacterized protein conserved in archaea,0,0,0,4,4
COG3399,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3400,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3401,Fibronectin type 3 domain-containing protein,0,0,0,0,0
COG3402,Uncharacterized conserved protein,0,0,15,0,15
COG3403,Uncharacterized conserved protein,0,0,0,0,0
COG3404,Methenyl tetrahydrofolate cyclohydrolase,0,0,28,2,30
COG3405,Endoglucanase Y,1,0,0,0,1
COG3407,Mevalonate pyrophosphate decarboxylase,0,0,0,0,0
COG3408,Glycogen debranching enzyme,0,1,1,15,17
COG3409,Putative peptidoglycan-binding domain-containing protein,1,0,0,2,3
COG3410,Uncharacterized conserved protein,0,0,0,0,0
COG3411,Ferredoxin,0,1,0,0,1
COG3412,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3413,Predicted DNA binding protein,0,0,0,0,0
COG3414,"Phosphotransferase system, galactitol-specific IIB component",0,0,0,0,0
COG3415,Transposase and inactivated derivatives,4,2,2,11,19
COG3416,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3417,Collagen-binding surface adhesin SpaP (antigen I/II family),0,0,0,0,0
COG3418,Flagellar biosynthesis/type III secretory pathway chaperone,0,0,0,0,0
COG3419,"Tfp pilus assembly protein, tip-associated adhesin PilY1",0,1,0,0,1
COG3420,Nitrous oxidase accessory protein,0,2,0,0,2
COG3421,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3422,Uncharacterized conserved protein,0,1,0,0,1
COG3423,Predicted transcriptional regulator,0,0,0,0,0
COG3424,Predicted naringenin-chalcone synthase,0,1,16,1,18
COG3425,3-hydroxy-3-methylglutaryl CoA synthase,3,0,2,3,8
COG3426,Butyrate kinase,0,0,0,0,0
COG3427,Uncharacterized conserved protein,0,2,0,4,6
COG3428,Predicted membrane protein,0,1,15,0,16
COG3429,Glucose-6-P dehydrogenase subunit,0,0,17,1,18
COG3430,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG3431,Predicted membrane protein,0,1,0,0,1
COG3432,Predicted transcriptional regulator,0,0,1,6,7
COG3433,Aryl carrier domain,0,0,0,0,0
COG3434,Predicted signal transduction protein containing EAL and modified HD-GYP domains,0,0,0,0,0
COG3435,"Gentisate 1,2-dioxygenase",0,0,0,2,2
COG3436,Transposase and inactivated derivatives,0,0,0,1,1
COG3437,Response regulator containing a CheY-like receiver domain and an HD-GYP domain,2,10,0,14,26
COG3439,Uncharacterized conserved protein,0,0,0,1,1
COG3440,Predicted restriction endonuclease,0,0,14,0,14
COG3442,Predicted glutamine amidotransferase,0,0,0,0,0
COG3443,Predicted periplasmic or secreted protein,0,0,0,0,0
COG3444,"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB",0,0,0,0,0
COG3445,Acid-induced glycyl radical enzyme,0,0,0,0,0
COG3447,Predicted integral membrane sensor domain,0,1,0,5,6
COG3448,CBS-domain-containing membrane protein,1,1,0,1,3
COG3449,DNA gyrase inhibitor,0,0,0,0,0
COG3450,Predicted enzyme of the cupin superfamily,0,0,16,0,16
COG3451,"Type IV secretory pathway, VirB4 components",0,0,0,0,0
COG3452,Predicted periplasmic ligand-binding sensor domain,0,0,0,0,0
COG3453,Uncharacterized protein conserved in bacteria,0,1,0,1,2
COG3454,Metal-dependent hydrolase involved in phosphonate metabolism,0,0,0,0,0
COG3455,Uncharacterized protein conserved in bacteria,0,6,0,0,6
COG3456,"Uncharacterized conserved protein, contains FHA domain",0,2,0,0,2
COG3457,Predicted amino acid racemase,0,0,0,0,0
COG3458,Acetyl esterase (deacetylase),0,0,0,2,2
COG3459,Cellobiose phosphorylase,0,7,0,24,31
COG3460,Uncharacterized enzyme of phenylacetate metabolism,0,0,14,0,14
COG3461,Uncharacterized conserved protein,0,0,0,0,0
COG3462,Predicted membrane protein,0,0,0,0,0
COG3463,Predicted membrane protein,0,0,0,1,1
COG3464,Transposase and inactivated derivatives,0,0,7,9,16
COG3465,Uncharacterized conserved protein,0,0,0,0,0
COG3466,Putative transposon-encoded protein,0,0,0,0,0
COG3467,Predicted flavin-nucleotide-binding protein,0,1,17,7,25
COG3468,"Type V secretory pathway, adhesin AidA",0,0,0,0,0
COG3469,Chitinase,0,0,0,0,0
COG3470,Uncharacterized protein probably involved in high-affinity Fe2+ transport,0,1,0,0,1
COG3471,Predicted periplasmic/secreted protein,0,1,0,0,1
COG3472,Uncharacterized conserved protein,0,0,0,0,0
COG3473,Maleate cis-trans isomerase,2,0,0,0,2
COG3474,Cytochrome c2,0,0,0,1,1
COG3475,LPS biosynthesis protein,0,0,0,0,0
COG3476,Tryptophan-rich sensory protein (mitochondrial benzodiazepine receptor homolog),0,0,0,1,1
COG3477,Predicted periplasmic/secreted protein,0,0,0,0,0
COG3478,Predicted nucleic-acid-binding protein containing a Zn-ribbon domain,0,0,0,0,0
COG3479,Phenolic acid decarboxylase,0,0,0,0,0
COG3480,Predicted secreted protein containing a PDZ domain,0,0,14,0,14
COG3481,Predicted HD-superfamily hydrolase,1,0,0,2,3
COG3482,Uncharacterized conserved protein,0,0,0,10,10
COG3483,"Tryptophan 2,3-dioxygenase (vermilion)",0,0,17,3,20
COG3484,Predicted proteasome-type protease,0,0,0,1,1
COG3485,"Protocatechuate 3,4-dioxygenase beta subunit",1,10,50,4,65
COG3486,Lysine/ornithine N-monooxygenase,0,0,11,1,12
COG3487,Uncharacterized iron-regulated protein,0,1,0,0,1
COG3488,Predicted thiol oxidoreductase,0,9,0,3,12
COG3489,Predicted periplasmic lipoprotein,0,3,0,0,3
COG3490,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3491,Isopenicillin N synthase and related dioxygenases,0,4,15,1,20
COG3492,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3493,Na+/citrate symporter,0,0,16,0,16
COG3494,Uncharacterized protein conserved in bacteria,5,1,0,2,8
COG3495,Uncharacterized protein conserved in bacteria,0,2,0,0,2
COG3496,Uncharacterized conserved protein,0,0,0,0,0
COG3497,Phage tail sheath protein FI,0,1,0,1,2
COG3498,Phage tail tube protein FII,0,0,0,0,0
COG3499,Phage protein U,0,0,0,0,0
COG3500,Phage protein D,0,0,0,0,0
COG3501,Uncharacterized protein conserved in bacteria,0,17,0,0,17
COG3502,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3503,Predicted membrane protein,0,2,0,2,4
COG3504,"Type IV secretory pathway, VirB9 components",0,0,0,0,0
COG3505,"Type IV secretory pathway, VirD4 components",0,1,5,6,12
COG3506,Uncharacterized conserved protein,0,0,0,0,0
COG3507,Beta-xylosidase,0,0,0,4,4
COG3508,"Homogentisate 1,2-dioxygenase",0,2,4,6,12
COG3509,Poly(3-hydroxybutyrate) depolymerase,0,1,0,0,1
COG3510,Cephalosporin hydroxylase,0,0,2,1,3
COG3511,Phospholipase C,0,1,0,5,6
COG3512,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3513,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3514,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3515,Uncharacterized protein conserved in bacteria,0,2,0,0,2
COG3516,Uncharacterized protein conserved in bacteria,0,2,0,1,3
COG3517,Uncharacterized protein conserved in bacteria,0,5,0,0,5
COG3518,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3519,Uncharacterized protein conserved in bacteria,0,6,0,0,6
COG3520,Uncharacterized protein conserved in bacteria,0,3,0,0,3
COG3521,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3522,Uncharacterized protein conserved in bacteria,0,2,0,0,2
COG3523,Uncharacterized protein conserved in bacteria,3,7,0,0,10
COG3524,Capsule polysaccharide export protein,0,0,0,0,0
COG3525,N-acetyl-beta-hexosaminidase,0,0,0,5,5
COG3526,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3527,Alpha-acetolactate decarboxylase,0,0,0,2,2
COG3528,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3529,Predicted nucleic-acid-binding protein containing a Zn-ribbon domain,0,1,0,0,1
COG3530,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3531,Predicted protein-disulfide isomerase,0,2,0,0,2
COG3533,Uncharacterized protein conserved in bacteria,0,1,0,3,4
COG3534,Alpha-L-arabinofuranosidase,0,8,0,7,15
COG3535,Uncharacterized conserved protein,0,0,0,0,0
COG3536,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3537,"Putative alpha-1,2-mannosidase",0,3,0,2,5
COG3538,Uncharacterized conserved protein,0,0,0,0,0
COG3539,"P pilus assembly protein, pilin FimA",0,0,0,0,0
COG3540,Phosphodiesterase/alkaline phosphatase D,1,2,29,15,47
COG3541,Predicted nucleotidyltransferase,0,0,0,0,0
COG3542,Uncharacterized conserved protein,0,0,0,4,4
COG3543,Uncharacterized conserved protein,0,0,0,0,0
COG3544,Uncharacterized protein conserved in bacteria,0,0,0,2,2
COG3545,Predicted esterase of the alpha/beta hydrolase fold,0,1,0,0,1
COG3546,Mn-containing catalase,0,2,0,0,2
COG3547,Transposase and inactivated derivatives,3,9,10,31,53
COG3548,Predicted integral membrane protein,0,3,15,4,22
COG3549,Plasmid maintenance system killer protein,0,0,0,0,0
COG3550,Uncharacterized protein related to capsule biosynthesis enzymes,0,0,30,1,31
COG3551,Uncharacterized protein conserved in bacteria,0,0,0,1,1
COG3552,Protein containing von Willebrand factor type A (vWA) domain,0,1,0,3,4
COG3553,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3554,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3555,Aspartyl/asparaginyl beta-hydroxylase and related dioxygenases,0,4,0,0,4
COG3556,Predicted membrane protein,0,1,0,0,1
COG3557,Uncharacterized domain/protein associated with RNAses G and E,0,1,16,0,17
COG3558,Uncharacterized protein conserved in bacteria,0,3,0,2,5
COG3559,Putative exporter of polyketide antibiotics,0,0,0,0,0
COG3560,Predicted oxidoreductase related to nitroreductase,0,0,0,0,0
COG3561,Phage anti-repressor protein,0,0,0,0,0
COG3562,Capsule polysaccharide export protein,0,0,0,0,0
COG3563,Capsule polysaccharide export protein,0,0,0,0,0
COG3564,Uncharacterized protein conserved in bacteria,0,0,16,1,17
COG3565,Predicted dioxygenase of extradiol dioxygenase family,0,2,0,0,2
COG3566,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3567,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3568,Metal-dependent hydrolase,0,6,0,1,7
COG3569,Topoisomerase IB,0,2,0,7,9
COG3570,Streptomycin 6-kinase,0,1,0,0,1
COG3571,Predicted hydrolase of the alpha/beta-hydrolase fold,0,1,14,1,16
COG3572,Gamma-glutamylcysteine synthetase,1,0,0,0,1
COG3573,Predicted oxidoreductase,0,0,13,0,13
COG3575,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3576,Predicted flavin-nucleotide-binding protein structurally related to pyridoxine 5'-phosphate oxidase,1,1,0,1,3
COG3577,Predicted aspartyl protease,0,1,0,0,1
COG3579,Aminopeptidase C,0,0,0,0,0
COG3580,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3581,Uncharacterized protein conserved in bacteria,0,0,0,3,3
COG3582,Predicted nucleic acid binding protein containing the AN1-type Zn-finger,0,0,0,0,0
COG3583,Uncharacterized protein conserved in bacteria,0,0,9,0,9
COG3584,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3585,Molybdopterin-binding protein,0,2,0,0,2
COG3586,Uncharacterized conserved protein,0,0,0,0,0
COG3587,Restriction endonuclease,0,0,25,2,27
COG3588,"Fructose-1,6-bisphosphate aldolase",0,0,0,5,5
COG3589,Uncharacterized conserved protein,0,0,0,0,0
COG3590,Predicted metalloendopeptidase,0,1,17,29,47
COG3591,V8-like Glu-specific endopeptidase,0,1,0,1,2
COG3592,Uncharacterized conserved protein,0,0,0,5,5
COG3593,Predicted ATP-dependent endonuclease of the OLD family,0,0,14,0,14
COG3594,Fucose 4-O-acetylase and related acetyltransferases,0,0,0,0,0
COG3595,Uncharacterized conserved protein,0,0,0,0,0
COG3596,Predicted GTPase,0,0,0,0,0
COG3597,Uncharacterized protein/domain associated with GTPases,0,0,0,0,0
COG3598,RecA-family ATPase,0,0,0,0,0
COG3599,Cell division initiation protein,0,0,0,0,0
COG3600,Uncharacterized phage-associated protein,0,0,0,0,0
COG3601,Predicted membrane protein,0,0,0,0,0
COG3602,Uncharacterized protein conserved in bacteria,1,0,0,0,1
COG3603,Uncharacterized conserved protein,0,0,0,0,0
COG3604,"Transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains",3,13,0,15,31
COG3605,Signal transduction protein containing GAF and PtsI domains,3,6,0,2,11
COG3607,Predicted lactoylglutathione lyase,0,0,7,1,8
COG3608,Predicted deacylase,0,4,0,1,5
COG3609,Predicted transcriptional regulators containing the CopG/Arc/MetJ DNA-binding domain,0,0,0,0,0
COG3610,Uncharacterized conserved protein,0,0,2,0,2
COG3611,Replication initiation/membrane attachment protein,0,0,0,0,0
COG3612,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG3613,Nucleoside 2-deoxyribosyltransferase,0,0,0,0,0
COG3614,Predicted periplasmic ligand-binding sensor domain,0,1,0,0,1
COG3615,"Uncharacterized protein/domain, possibly involved in tellurite resistance",0,0,0,0,0
COG3616,Predicted amino acid aldolase or racemase,0,1,20,2,23
COG3617,Prophage antirepressor,0,3,0,0,3
COG3618,Predicted metal-dependent hydrolase of the TIM-barrel fold,0,1,0,2,3
COG3619,Predicted membrane protein,0,2,17,0,19
COG3620,Predicted transcriptional regulator with C-terminal CBS domains,0,0,3,2,5
COG3621,Patatin,0,0,0,0,0
COG3622,Hydroxypyruvate isomerase,0,3,11,2,16
COG3623,Putative L-xylulose-5-phosphate 3-epimerase,0,0,0,0,0
COG3624,Uncharacterized enzyme of phosphonate metabolism,0,0,0,0,0
COG3625,Uncharacterized enzyme of phosphonate metabolism,0,0,0,0,0
COG3626,Uncharacterized enzyme of phosphonate metabolism,0,0,0,0,0
COG3627,Uncharacterized enzyme of phosphonate metabolism,0,0,0,0,0
COG3628,Phage baseplate assembly protein W,0,0,0,0,0
COG3629,DNA-binding transcriptional activator of the SARP family,0,0,0,1,1
COG3630,"Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, gamma subunit",0,0,0,0,0
COG3631,Ketosteroid isomerase-related protein,0,2,0,2,4
COG3633,Na+/serine symporter,0,1,0,0,1
COG3634,"Alkyl hydroperoxide reductase, large subunit",0,2,0,0,2
COG3635,"Predicted phosphoglycerate mutase, AP superfamily",0,1,2,4,7
COG3636,Predicted transcriptional regulator,0,1,0,0,1
COG3637,Opacity protein and related surface antigens,0,1,0,0,1
COG3638,"ABC-type phosphate/phosphonate transport system, ATPase component",0,2,0,0,2
COG3639,"ABC-type phosphate/phosphonate transport system, permease component",0,1,0,0,1
COG3640,CO dehydrogenase maturation factor,0,0,0,0,0
COG3641,"Predicted membrane protein, putative toxin regulator",0,0,0,0,0
COG3642,Mn2+-dependent serine/threonine protein kinase,0,1,0,3,4
COG3643,Glutamate formiminotransferase,0,1,0,4,5
COG3644,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3645,Uncharacterized phage-encoded protein,0,0,0,0,0
COG3646,Uncharacterized phage-encoded protein,0,0,9,0,9
COG3647,Predicted membrane protein,0,1,0,0,1
COG3648,Uricase (urate oxidase),0,0,16,0,16
COG3649,Uncharacterized protein predicted to be involved in DNA repair,0,0,0,0,0
COG3650,Predicted membrane protein,0,0,0,0,0
COG3651,Uncharacterized protein conserved in bacteria,0,0,0,2,2
COG3652,Predicted outer membrane protein,1,2,0,0,3
COG3653,N-acyl-D-aspartate/D-glutamate deacylase,1,8,0,9,18
COG3654,Prophage maintenance system killer protein,0,0,0,1,1
COG3655,Predicted transcriptional regulator,0,0,40,1,41
COG3656,Predicted periplasmic protein,0,0,0,0,0
COG3657,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3658,Cytochrome b,0,0,0,0,0
COG3659,Carbohydrate-selective porin,1,5,0,3,9
COG3660,Predicted nucleoside-diphosphate-sugar epimerase,0,0,0,0,0
COG3661,Alpha-glucuronidase,0,0,0,3,3
COG3662,Uncharacterized protein conserved in bacteria,0,0,16,3,19
COG3663,G:T/U mismatch-specific DNA glycosylase,0,3,0,0,3
COG3664,Beta-xylosidase,0,0,0,0,0
COG3665,Uncharacterized conserved protein,0,3,0,0,3
COG3666,Transposase and inactivated derivatives,5,9,6,12,32
COG3667,Uncharacterized protein involved in copper resistance,0,1,0,0,1
COG3668,Plasmid stabilization system protein,0,0,0,0,0
COG3669,Alpha-L-fucosidase,0,1,0,2,3
COG3670,"Lignostilbene-alpha,beta-dioxygenase and related enzymes",0,0,0,0,0
COG3671,Predicted membrane protein,0,0,0,1,1
COG3672,Predicted periplasmic protein,0,3,0,1,4
COG3673,Uncharacterized conserved protein,0,0,0,0,0
COG3675,Predicted lipase,0,0,0,0,0
COG3676,Transposase and inactivated derivatives,0,1,0,0,1
COG3677,Transposase and inactivated derivatives,0,0,2,4,6
COG3678,"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",0,1,0,0,1
COG3679,Uncharacterized conserved protein,0,0,0,0,0
COG3680,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3681,Uncharacterized conserved protein,0,0,0,0,0
COG3682,Predicted transcriptional regulator,1,2,14,6,23
COG3683,"ABC-type uncharacterized transport system, periplasmic component",0,0,0,0,0
COG3684,"Tagatose-1,6-bisphosphate aldolase",0,0,0,1,1
COG3685,Uncharacterized protein conserved in bacteria,0,0,0,7,7
COG3686,Predicted membrane protein,0,2,0,0,2
COG3687,Predicted metal-dependent hydrolase,0,0,0,0,0
COG3688,Predicted RNA-binding protein containing a PIN domain,0,0,0,4,4
COG3689,Predicted membrane protein,0,0,0,0,0
COG3691,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3692,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3693,"Beta-1,4-xylanase",0,0,0,0,0
COG3694,"ABC-type uncharacterized transport system, permease component",0,1,2,3,6
